Group_ID,Person_ID,Pose_ID,Image_Filename,Shoulder_Height_Diff_px,Hip_Height_Diff_px,Torso_Vertical_Tilt_deg,Ear_Hip_Vertical_Tilt_deg,Shoulder_Line_Horizontal_Tilt_deg,Hip_Line_Horizontal_Tilt_deg
F4,1921,P10,H_P10_1921_cam101_100f.jpg,5.00,1.00,0.57,2.29,1.75,0.51
F4,1922,P10,H_P10_1922_cam101_100f.jpg,8.00,0.00,-0.79,0.74,2.90,-0.00
F4,1923,P10,H_P10_1923_cam101_100f.jpg,4.00,3.00,1.84,0.40,1.58,1.61
F4,1924,P10,H_P10_1924_cam101_100f.jpg,2.00,1.00,1.19,-0.40,0.68,0.53
F4,1925,P10,H_P10_1925_cam101_50f.jpg,8.00,5.00,2.29,1.57,3.05,2.65
F4,1926,P10,H_P10_1926_cam101_100f.jpg,5.00,5.00,4.91,1.78,1.85,2.58
F4,1927,P10,H_P10_1927_cam101_100f.jpg,1.00,1.00,0.55,0.94,0.36,0.55
F4,1928,P10,H_P10_1928_cam101_100f.jpg,0.00,4.00,0.60,1.60,-0.00,2.16
F4,1929,P10,H_P10_1929_cam101_100f.jpg,0.00,3.00,0.29,1.59,-0.00,1.75
F4,1930,P10,H_P10_1930_cam101_100f.jpg,5.00,1.00,-0.55,-1.14,-1.84,0.55
F4,1931,P10,H_P10_1931_cam101_100f.jpg,3.00,3.00,0.58,0.98,-1.15,1.56
F4,1957,P10,J_P10_1957_cam101_100f.jpg,3.00,1.00,2.19,0.95,1.19,0.54
F4,1958,P10,J_P10_1958_cam101_100f.jpg,5.00,0.00,2.82,1.42,1.68,-0.00
F4,1959,P10,J_P10_1959_cam101_100f.jpg,3.00,1.00,1.53,1.42,1.14,-0.51
F4,1960,P10,J_P10_1960_cam101_100f.jpg,0.00,4.00,1.78,0.61,-0.00,2.20
F4,1961,P10,J_P10_1961_cam101_100f.jpg,8.00,3.00,4.44,2.48,2.81,1.52
F4,1962,P10,J_P10_1962_cam101_100f.jpg,6.00,0.00,-0.53,-1.11,-2.17,-0.00
F4,1963,P10,J_P10_1963_cam101_100f.jpg,6.00,5.00,1.95,1.90,2.15,2.58
F4,1964,P10,J_P10_1964_cam101_100f.jpg,4.00,1.00,2.69,2.37,1.62,0.56
F4,1965,P10,J_P10_1965_cam101_100f.jpg,1.00,3.00,2.10,1.43,0.35,1.62
F4,1966,P10,J_P10_1966_cam101_100f.jpg,8.00,1.00,4.44,3.66,3.34,0.53
F4,1967,P10,J_P10_1967_cam101_100f.jpg,6.00,2.00,-0.28,-2.52,-2.28,0.98
F4,1968,P10,J_P10_1968_cam101_100f.jpg,7.00,2.00,3.40,2.10,2.69,1.00
F4,1969,P10,J_P10_1969_cam101_100f.jpg,2.00,3.00,2.83,0.76,0.75,1.56
F4,1970,P10,J_P10_1970_cam101_50f.jpg,2.00,3.00,1.71,0.61,-0.73,1.47
F4,1971,P10,J_P10_1971_cam101_50f.jpg,7.00,0.00,0.79,0.18,2.46,-0.00
F4,1972,P10,J_P10_1972_cam101_100f.jpg,6.00,3.00,-3.68,-2.55,-2.22,1.61
F4,1973,P10,J_P10_1973_cam101_100f.jpg,6.00,7.00,2.25,1.15,2.10,3.61
F4,1974,P10,J_P10_1974_cam101_100f.jpg,2.00,0.00,1.65,1.31,0.74,-0.00
F4,1975,P10,J_P10_1975_cam101_100f.jpg,6.00,3.00,-2.73,-3.09,-2.29,1.47
F4,1976,P10,J_P10_1976_cam101_50f.jpg,4.00,1.00,1.05,1.44,-1.44,0.50
F4,1977,P10,J_P10_1977_cam101_100f.jpg,1.00,1.00,0.28,0.57,0.34,0.49
F4,1978,P10,J_P10_1978_cam101_100f.jpg,11.00,6.00,2.37,2.56,4.37,2.73
F4,1979,P10,J_P10_1979_cam101_50f.jpg,4.00,1.00,-2.88,-0.63,-1.50,0.55
F4,1980,P10,J_P10_1980_cam101_100f.jpg,1.00,2.00,-1.40,1.59,0.37,1.16
M1,0051,P10,C_P10_0051_cam101_100f.jpg,3.00,1.00,-4.00,-3.21,1.04,-0.49
M1,0054,P10,C_P10_0054_cam101_100f.jpg,4.00,2.00,-2.04,-2.61,-1.53,-1.15
M1,0055,P10,C_P10_0055_cam101_100f.jpg,1.00,4.00,1.15,0.58,-0.38,2.10
M1,0056,P10,C_P10_0056_cam101_100f.jpg,7.00,1.00,-2.00,-3.14,-2.95,0.58
M1,0057,P10,C_P10_0057_cam101_100f.jpg,2.00,0.00,1.14,1.78,0.62,-0.00
M1,0058,P10,C_P10_0058_cam101_100f.jpg,2.00,1.00,-1.68,0.00,0.72,-0.52
M1,0063,P10,C_P10_0063_cam101_100f.jpg,2.00,1.00,-0.22,1.09,-0.66,-0.48
M1,0064,P10,C_P10_0064_cam101_100f.jpg,1.00,2.00,-2.41,-3.43,0.36,-1.15
M1,0065,P10,C_P10_0065_cam101_100f.jpg,1.00,1.00,0.95,1.64,-0.29,0.52
M1,0066,P10,C_P10_0066_cam101_100f.jpg,2.00,0.00,-0.98,-3.47,-0.71,-0.00
M1,0067,P10,C_P10_0067_cam101_100f.jpg,4.00,3.00,-2.17,-3.26,1.97,2.49
M1,0068,P10,C_P10_0068_cam101_100f.jpg,1.00,2.00,0.63,0.42,0.38,1.27
M1,0069,P10,C_P10_0069_cam101_100f.jpg,7.00,0.00,-0.88,-2.04,-2.33,-0.00
M1,0070,P10,C_P10_0070_cam101_100f.jpg,6.00,2.00,0.73,0.17,-2.11,-1.06
M1,0071,P10,C_P10_0071_cam101_100f.jpg,1.00,1.00,1.64,-0.48,-0.34,-0.53
M1,0073,P10,C_P10_0073_cam101_100f.jpg,3.00,1.00,0.95,-0.33,-1.06,0.55
M1,0103,P10,E_P10_0103_cam101_100f.jpg,0.00,0.00,0.99,-0.22,-0.00,-0.00
M1,0105,P10,E_P10_0105_cam101_100f.jpg,2.00,1.00,-4.93,-3.47,-0.72,-0.62
M1,0106,P10,E_P10_0106_cam101_100f.jpg,5.00,3.00,-2.94,-2.38,-1.87,1.52
M1,0107,P10,E_P10_0107_cam101_100f.jpg,1.00,1.00,1.49,0.20,0.34,0.57
M1,0108,P10,E_P10_0108_cam101_100f.jpg,3.00,2.00,-0.64,0.85,-1.17,-1.01
M1,0109,P10,E_P10_0109_cam101_100f.jpg,1.00,0.00,-2.79,-2.13,-0.35,-0.00
M1,0110,P10,E_P10_0110_cam101_100f.jpg,4.00,3.00,-0.92,-2.61,-1.47,-1.83
M1,0111,P10,E_P10_0111_cam101_100f.jpg,3.00,1.00,0.76,1.05,1.06,-0.54
M1,0112,P10,E_P10_0112_cam101_100f.jpg,1.00,0.00,0.48,-0.65,-0.32,-0.00
M1,0113,P10,E_P10_0113_cam101_100f.jpg,2.00,2.00,-0.86,-2.17,-0.68,1.02
M1,0114,P10,E_P10_0114_cam101_100f.jpg,1.00,2.00,-0.26,0.89,0.35,-1.09
M1,0116,P10,E_P10_0116_cam101_100f.jpg,6.00,1.00,-1.05,-1.94,-1.99,-0.51
M1,0117,P10,E_P10_0117_cam101_100f.jpg,0.00,3.00,0.58,1.16,-0.00,-1.59
M1,0118,P10,E_P10_0118_cam101_100f.jpg,0.00,0.00,0.90,-0.83,-0.00,-0.00
M1,0120,P10,E_P10_0120_cam101_100f.jpg,0.00,2.00,1.52,1.82,-0.00,1.11
M1,0121,P10,E_P10_0121_cam101_100f.jpg,2.00,2.00,-5.62,-5.14,-0.76,1.23
M1,0122,P10,E_P10_0122_cam101_100f.jpg,5.00,2.00,0.00,1.16,-1.90,-1.19
M1,0123,P10,E_P10_0123_cam101_100f.jpg,7.00,2.00,-0.51,-0.36,2.10,-1.11
M1,0174,P10,H_P10_0174_cam101_100f.jpg,7.00,2.00,0.68,0.31,-2.28,1.07
M1,0176,P10,H_P10_0176_cam101_100f.jpg,2.00,0.00,-0.48,-0.33,-0.73,-0.00
M1,0177,P10,H_P10_0177_cam101_100f.jpg,4.00,0.00,1.98,0.40,1.44,-0.00
M1,0178,P10,H_P10_0178_cam101_100f.jpg,2.00,0.00,-0.62,-2.31,-0.87,-0.00
M1,0179,P10,H_P10_0179_cam101_100f.jpg,7.00,1.00,2.68,0.78,2.29,0.53
M1,0181,P10,H_P10_0181_cam101_100f.jpg,4.00,3.00,-0.74,-1.35,1.40,1.65
M1,0182,P10,H_P10_0182_cam101_100f.jpg,0.00,3.00,0.29,-1.23,-0.00,1.46
M1,0183,P10,H_P10_0183_cam101_50f.jpg,0.00,0.00,1.01,-1.05,-0.00,-0.00
M1,0184,P10,H_P10_0184_cam101_100f.jpg,1.00,1.00,0.00,-1.42,0.42,0.58
M1,0185,P10,H_P10_0185_cam101_100f.jpg,3.00,3.00,0.00,-0.89,1.06,1.68
